"id","title","year","cast","genres","extract","thumbnail","thumbnail_width","thumbnail_height"
"9657186a-0382-4aee-9fd8-8b03d1bd1944","The Gentlemen",2020,"{""Matthew McConaughey"",""Charlie Hunnam"",""Henry Golding"",""Michelle Dockery"",""Jeremy Strong"",""Eddie Marsan"",""Colin Farrell"",""Hugh Grant""}","{Action,Comedy}","The Gentlemen is a 2019 action comedy film written, directed and produced by Guy Ritchie, who developed the story along with Ivan Atkinson and Marn Davies. The film stars Matthew McConaughey, Charlie Hunnam, Henry Golding, Michelle Dockery, Jeremy Strong, Eddie Marsan, Colin Farrell, and Hugh Grant. It follows an American cannabis wholesaler in England who is looking to sell his business, setting off a chain of blackmail and schemes to undermine him.","https://upload.wikimedia.org/wikipedia/en/0/06/The_Gentlemen_poster.jpg",259,383
"417408e9-a80c-42c1-b98f-0d067a6112f9","The Turning",2020,"{""Mackenzie Davis"",""Finn Wolfhard"",""Brooklynn Prince"",""Joely Richardson""}","{Horror,Supernatural}","The Turning is a 2020 American gothic supernatural horror film directed by Floria Sigismondi and written by Carey W. Hayes and Chad Hayes. It is a modern adaptation of the 1898 ghost story The Turn of the Screw by Henry James. It stars Mackenzie Davis, Finn Wolfhard, Brooklynn Prince, and Joely Richardson, and follows a young governess in 1994 who is hired to watch over two children after their parents are killed.","https://upload.wikimedia.org/wikipedia/en/a/a2/The_Turning_poster_2020.jpg",251,397
"37a4b53d-ae68-447d-b082-e48cf181ee75","The Last Full Measure",2020,"{""Sebastian Stan"",""Christopher Plummer"",""William Hurt"",""Ed Harris"",""Samuel L. Jackson"",""Peter Fonda"",""LisaGay Hamilton"",""Jeremy Irvine"",""Diane Ladd"",""Amy Madigan"",""John Savage"",""Bradley Whitford""}","{Drama,War}","The Last Full Measure is a 2019 American war drama film written and directed by Todd Robinson. It follows the efforts of fictional Pentagon staffer Scott Huffman and many veterans to see the Medal of Honor awarded to William H. Pitsenbarger, a United States Air Force Pararescueman who flew in helicopter rescue missions during the Vietnam War to aid downed soldiers and pilots. Based on true events, the film stars Sebastian Stan, Christopher Plummer, William Hurt, Ed Harris, Samuel L. Jackson, Jeremy Irvine, and Peter Fonda. It was the final film appearance of Fonda, who died before the film’s release; and Plummer's final on screen appearance before his death in 2021, though it had filmed prior to Knives Out which was released before it.","https://upload.wikimedia.org/wikipedia/en/9/9d/The_Last_Full_Measure_2019_poster.jpg",256,378
"45ba456b-6cd9-45a0-8fb3-c9c64044b4bd","John Henry",2020,"{""Terry Crews"",Ludacris,""Jamila Velazquez"",""Ken Foree"",""Tyler Alvarez"",""Joseph Julian Soria""}","{Drama,Thriller}","John Henry is a 2020 American thriller drama film starring Terry Crews and Ludacris, and directed by Will Forbes. Inspired by the folk lore of John Henry, the plot follows an ex-gang member from Los Angeles who must help two immigrant children who are on the run from his former crime boss. The film had a limited release on January 24, 2020, and received negative reviews from critics.","https://upload.wikimedia.org/wikipedia/en/b/b8/JohnHenryPoster.jpeg",220,316
"d6e9afe1-e14a-4a33-8a53-0b85c6696eba","The Rhythm Section",2020,"{""Blake Lively"",""Jude Law"",""Sterling K. Brown""}","{Action,Thriller}","The Rhythm Section is a 2020 action thriller film directed by Reed Morano and with a screenplay by Mark Burnell based on his novel of the same name. Starring Blake Lively, Jude Law and Sterling K. Brown, and follows a grieving woman who seeks revenge after discovering that the plane crash that killed her family was a terrorist attack.","https://upload.wikimedia.org/wikipedia/en/9/98/The_Rhythm_Section_poster.jpg",260,382
"7a9755b0-e3fd-49bd-b9a6-0a6041f7b75d","Gretel & Hansel",2020,"{""Sophia Lillis"",""Sammy Leakey"",""Charles Babalola"",""Jessica De Gouw"",""Alice Krige""}","{Fantasy,Horror}","Gretel & Hansel is a 2020 dark fantasy horror film based on the German folklore tale ""Hansel and Gretel"" by the Brothers Grimm. The film is directed by Oz Perkins, and produced by Fred Berger, Brian Kavanaugh-Jones, and Dan Kagan, with a screenplay by Rob Hayes. Sophia Lillis and Sam Leakey portray the titular characters, alongside Alice Krige and Jessica De Gouw. The story follows Gretel and Hansel as they enter the dark woods in order to find work and food, and then stumble upon the home of a witch.","https://upload.wikimedia.org/wikipedia/en/d/de/Gretel_%26_Hansel_-_A_Grim_Fairy_Tale_theatrical_poster.jpeg",220,326
"a61ef375-19a6-4c51-8ce0-38bf3e804f45","The Assistant",2020,"{""Julia Garner"",""Matthew Macfadyen""}","{Drama}","The Assistant is a 2019 American drama film written, directed, produced, and edited by Kitty Green. The film stars Julia Garner as a junior assistant at a film production company. Matthew Macfadyen, Makenzie Leigh, Kristine Froseth, Jon Orsini, and Noah Robbins also star.","https://upload.wikimedia.org/wikipedia/en/9/9b/The_Assistant_poster.jpeg",259,383
"7f5a8bfc-43e9-4005-ae26-0c90d0f469b3","Birds of Prey",2020,"{""Margot Robbie"",""Mary Elizabeth Winstead"",""Jurnee Smollett-Bell"",""Rosie Perez"",""Chris Messina"",""Ella Jay Basco"",""Ali Wong"",""Ewan McGregor""}","{Superhero}","Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn), also known as Harley Quinn: Birds of Prey or simply Birds of Prey, is a 2020 American superhero film directed by Cathy Yan and written by Christina Hodson, based on the DC Comics team, the Birds of Prey. Produced by Warner Bros., DC Films, LuckyChap Entertainment, Clubhouse Pictures, and Kroll & Co. Entertainment, it is the eighth installment in the DC Extended Universe (DCEU), and serves as a spin-off and sequel to Suicide Squad (2016). It stars Margot Robbie as Harley Quinn alongside Mary Elizabeth Winstead, Jurnee Smollett-Bell, Rosie Perez, Chris Messina, Ella Jay Basco, Ali Wong, and Ewan McGregor. The film follows Harley Quinn, who, after breaking up with the Joker, is threatened by Gotham City crime lord Roman Sionis, and joins forces with Helena Bertinelli, Dinah Lance and Renee Montoya (who go on to form the Birds of Prey) to save Cassandra Cain.","https://upload.wikimedia.org/wikipedia/en/1/1c/Birds_of_Prey_%282020_film%29_poster.jpg",220,326
"91a24fb4-965a-4529-be81-0c1a27e5cfe0","The Lodge",2020,"{""Riley Keough"",""Jaeden Martell"",""Lia McHugh"",""Richard Armitage"",""Alicia Silverstone""}","{Horror}","The Lodge is a 2019 psychological horror film directed by Veronika Franz and Severin Fiala, written by Franz, Fiala, and Sergio Casci, and starring Riley Keough, Jaeden Martell, Lia McHugh, Alicia Silverstone, and Richard Armitage. Its plot follows a soon-to-be stepmother who, alone with her fiancé's two children, becomes stranded at their rural lodge during Christmas. There, she and the children experience a number of unexplained events that seem to be connected to her past.","https://upload.wikimedia.org/wikipedia/en/c/cf/The_Lodge_poster.jpg",220,326
"1315996d-9fff-4939-8ae6-60fa07d2f4fd","Timmy Failure: Mistakes Were Made",2020,"{""Winslow Fegley"",""Ophelia Lovibond"",""Craig Robinson"",""Wallace Shawn""}","{Adventure,Comedy,Drama,Family,Fantasy}","Timmy Failure: Mistakes Were Made is a 2020 American adventure fantasy comedy-drama family film based on the book series of the same name by Stephan Pastis that debuted on Disney+ on February 7, 2020. The film is directed by Tom McCarthy, produced by Alexander Dostal, McCarthy and Jim Whitaker from a screenplay written by McCarthy and Pastis and stars Winslow Fegley, Ophelia Lovibond, Craig Robinson and Wallace Shawn.","https://upload.wikimedia.org/wikipedia/en/c/c8/Timmy_Failure_Mistakes_Were_Made_Poster.jpeg",259,383
"23c01d09-6c58-4f5f-be33-50756dcb3f9b","Horse Girl",2020,"{""Alison Brie"",""Debby Ryan"",""John Paul Reynolds"",""Molly Shannon"",""John Ortiz"",""Paul Reiser""}","{Drama}","Horse Girl is a 2020 American psychological drama film directed and produced by Jeff Baena, from a screenplay written by Baena and Alison Brie. It stars Brie, Debby Ryan, John Reynolds, Molly Shannon, John Ortiz, and Paul Reiser.","https://upload.wikimedia.org/wikipedia/en/3/37/Horse_Girl_poster.jpg",259,383
"dd1fcd9c-bab3-4fdd-833b-91fc4345a628","To All the Boys: P.S. I Still Love You",2020,"{""Lana Condor"",""Noah Centineo"",""Jordan Fisher"",""Anna Cathcart"",""John Corbett""}","{Comedy,Teen,Romance}","To All the Boys: P.S. I Still Love You is a 2020 American teen romantic comedy film directed by Michael Fimognari and written by Sofia Alvarez and J. Mills Goodloe. The film stars Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Trezzo Mahoro, Madeleine Arthur, Emilija Baranac, Kelcey Mawema, Jordan Fisher, Ross Butler, Julie Tao, Sarayu Blue, John Corbett, and Holland Taylor. The film is based on Jenny Han's 2015 novel P.S. I Still Love You.","https://upload.wikimedia.org/wikipedia/en/b/bc/To_All_the_Boys_-_P.S._I_Still_Love_You_official_release_poster.jpg",220,326
"2bdc6459-a793-4b2b-a540-2ffa8df08739","Sonic the Hedgehog",2020,"{""James Marsden"",""Ben Schwartz"",""Tika Sumpter"",""Natasha Rothwell"",""Adam Pally"",""Neal McDonough"",""Jim Carrey""}","{Action,Adventure,Comedy}","Sonic the Hedgehog is a 2020 action-adventure comedy film based on the video game series published by Sega. Directed by Jeff Fowler and written by Pat Casey and Josh Miller, it stars Ben Schwartz as the voice of Sonic the Hedgehog, alongside Jim Carrey and James Marsden, with supporting roles by Tika Sumpter, Natasha Rothwell, Adam Pally, Lee Majdoub and Neal McDonough. The film follows Sonic, a blue anthropomorphic hedgehog who can run at supersonic speeds. He teams up with a town sheriff, Tom Wachowski (Marsden), to stop the mad scientist Dr. Robotnik (Carrey).","https://upload.wikimedia.org/wikipedia/en/4/45/Sonic_the_Hedgehog_film_poster.jpg",259,384
"b29de43b-1c7f-445a-9454-26a37db92dd5","Fantasy Island",2020,"{""Michael Peña"",""Maggie Q"",""Lucy Hale"",""Austin Stowell"",""Portia Doubleday"",""Jimmy O. Yang"",""Ryan Hansen"",""Michael Rooker""}","{Horror,Supernatural}","Fantasy Island, also known as Blumhouse's Fantasy Island, is a 2020 American supernatural horror film directed and co-written by Jeff Wadlow. Serving both as a horror reimagining and a prequel to ABC's 1977 television series of the same name, it stars Michael Peña, Maggie Q, Lucy Hale, Austin Stowell, Jimmy O. Yang, Ryan Hansen, Portia Doubleday, and Michael Rooker and follows a group of people who, while visiting the eponymous island, discover that their dream-like fantasies brought to life begin to turn into horrific living nightmares and they must try to survive.","https://upload.wikimedia.org/wikipedia/en/7/7e/Fantasy_Island_poster.jpg",220,326
"e7d6315d-e7b6-415e-b66b-d4ec5c621340","The Photograph",2020,"{""Issa Rae"",""Lakeith Stanfield"",""Chelsea Peretti"",""Lil Rel Howery"",""Courtney B. Vance""}","{Drama,Romance}","The Photograph is a 2020 American romantic drama film written and directed by Stella Meghie. It follows the estranged daughter of a famous photographer who falls in love with the journalist who is investigating her late mother's life. Chelsea Peretti, Lil Rel Howery and Courtney B. Vance also star.","https://upload.wikimedia.org/wikipedia/en/c/c4/The_Photograph_poster.jpg",251,397
"b80a291d-d365-48ab-962a-c1c272a64c3b","Downhill",2020,"{""Julia Louis-Dreyfus"",""Will Ferrell"",""Miranda Otto"",""Zoë Chao"",""Zach Woods""}","{Comedy,Drama}","Downhill is a 2020 American black comedy-drama film directed by Nat Faxon and Jim Rash, who also co-wrote the script with Jesse Armstrong. The film is a remake of Force Majeure (2014) by Swedish director Ruben Östlund. It stars Julia Louis-Dreyfus and Will Ferrell as a married couple going through a rough patch after a near-death encounter during a family ski outing.","https://upload.wikimedia.org/wikipedia/en/6/6a/Downhill_poster.jpeg",258,386
"7980281f-c910-4d58-aab0-f7ffea207fcb","Spy Intervention",2020,"{""Drew Van Acker"",""Poppy Delevingne"",""Natasha Bassett"",""Max Silvestri"",""Brittany Furlan"",""Blake Anderson""}","{Action,Comedy,Spy}","Spy Intervention is a 2020 American action comedy spy film directed by Drew Mylrea and written by Mark Famiglietti and Lane Garrison. The film stars Drew Van Acker, Poppy Delevingne and Blake Anderson.","https://upload.wikimedia.org/wikipedia/en/c/cf/Spy_Intervention_%282020%29_Film_Poster.jpg",236,350
"c70bd59f-5de6-49fa-bca3-17812e63186d","The Kindness of Strangers",2020,"{""Andrea Riseborough"",""Tahar Rahim"",""Zoe Kazan"",""Bill Nighy"",""Caleb Landry Jones"",""Jay Baruchel""}","{Drama}","The Kindness of Strangers is a 2019 internationally co-produced drama film, written and directed by Lone Scherfig. It stars Zoe Kazan, Tahar Rahim, Esben Smed, Andrea Riseborough, and Caleb Landry Jones.","https://upload.wikimedia.org/wikipedia/en/8/8d/The_Kindness_of_Strangers_poster.jpg",263,379
"01d4e61c-dfe7-4f72-bd69-46aeb7ad2d0e","The Call of the Wild",2020,"{""Harrison Ford"",""Omar Sy"",""Cara Gee"",""Dan Stevens"",""Karen Gillan"",""Bradley Whitford""}","{Adventure}","The Call of the Wild is a 2020 American adventure film based on Jack London's 1903 novel of the same name. Directed by Chris Sanders, in his live-action directorial debut, and his first film without a co-director, the film was written by Michael Green, and stars Harrison Ford, Omar Sy, Cara Gee, Dan Stevens, Karen Gillan, and Bradley Whitford. Set during the 1890s Klondike Gold Rush, the film follows a dog named Buck as he is stolen from his home in California and sent to the Yukon, where he befriends an old outdoorsman and begins a life-altering adventure.","https://upload.wikimedia.org/wikipedia/en/4/43/The_Call_of_the_Wild_poster.jpg",251,397
"673a24dc-2df5-47c1-83e7-efb5ba5a7b85","The Lost Husband",2020,"{""Leslie Bibb"",""Josh Duhamel"",""Nora Dunn""}","{Romance}","The Lost Husband is a 2020 American romance film written and directed by Vicky Wight and starring Leslie Bibb and Josh Duhamel. It is based on Katherine Center's 2013 novel of the same name. The film was released to video on demand on April 10, 2020 by Quiver Distribution and Redbox Entertainment.","https://upload.wikimedia.org/wikipedia/en/4/4b/Lost_husband.jpg",259,384
"26b26537-d25c-4525-b295-127613f1c472","Emma",2020,"{""Anya Taylor-Joy"",""Johnny Flynn"",""Josh O'Connor"",""Callum Turner"",""Mia Goth"",""Miranda Hart"",""Bill Nighy""}","{Comedy,Historical,Romance}","Emma is a 2020 period romantic comedy film directed by Autumn de Wilde, from a screenplay by Eleanor Catton, based on Jane Austen's 1815 novel of the same name. It stars Anya Taylor-Joy as Miss Emma Woodhouse, a wealthy and elegant young woman living with her father in Regency-era England who amuses herself with matchmaking and meddles in the romantic lives of those closest to her. The film also stars Johnny Flynn, Josh O'Connor, Callum Turner, Mia Goth, Miranda Hart, and Bill Nighy.","https://upload.wikimedia.org/wikipedia/en/5/53/Emma_poster.jpeg",220,326
"f966e6d0-d518-4048-a7db-cf707fe656c0","The Last Thing He Wanted",2020,"{""Anne Hathaway"",""Ben Affleck"",""Rosie Perez"",""Edi Gathegi"",""Mel Rodriguez"",""Toby Jones"",""Willem Dafoe""}","{Political,Thriller}","The Last Thing He Wanted is a 2020 political thriller film directed by Dee Rees, based on the 1996 novel of the same name by Joan Didion, from a screenplay by Rees and Marco Villalobos. The film stars Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, and Willem Dafoe.","https://upload.wikimedia.org/wikipedia/en/4/4e/The_Last_Thing_He_Wanted.jpg",259,383
"65291a37-c59d-48d0-aa8c-ea95509740f4","Brahms: The Boy II",2020,"{""Katie Holmes"",""Owain Yeoman"",""Christopher Convery"",""Ralph Ineson""}","{Horror,Supernatural}","Brahms: The Boy II is a 2020 American supernatural horror film starring Katie Holmes, Ralph Ineson, Christopher Convery and Owain Yeoman. A sequel to the 2016 film The Boy, it is directed by William Brent Bell and written by Stacey Menear, the respective director and writer of the original film.","https://upload.wikimedia.org/wikipedia/en/5/51/Brahms_The_Boy_Poster.jpg",259,383
"70160a8b-6c77-4074-82f6-8c10f817a312","The Night Clerk",2020,"{""Tye Sheridan"",""Ana de Armas"",""Helen Hunt"",""John Leguizamo""}","{Crime,Drama}","The Night Clerk is a 2020 American crime drama film, written and directed by Michael Cristofer. It stars Tye Sheridan, Ana de Armas, John Leguizamo and Helen Hunt, and follows a hotel night clerk who becomes the center of a murder investigation. The film was released on February 21, 2020, by Saban Films. On June 6, 2020, Netflix released the film on its platform. The film has received negative reviews from critics who criticized it for its lackluster story, deriative, and undeveloped characters; however, Sheridan's performance did receive praise.","https://upload.wikimedia.org/wikipedia/en/9/9f/The_Night_Clerk_poster.jpeg",220,330
"38106179-9aa8-4f9d-b5e0-072d2c8e7f8c","Impractical Jokers: The Movie",2020,"{""Brian Quinn"",""Joe Gatto"",""Sal Vulcano"",""James Murray"",""Paula Abdul""}","{Comedy}","Impractical Jokers: The Movie is a 2020 American reality comedy film directed by Chris Henchy, based on the truTV television series Impractical Jokers. The film stars Brian Quinn, James Murray, Sal Vulcano, and Joe Gatto, also known as The Tenderloins. It was theatrically released on February 21, 2020. The film received generally mixed reviews and was a box office success, grossing $10 million against a budget of $3 million.","https://upload.wikimedia.org/wikipedia/en/6/6a/Impractical_Jokers_The_Movie_poster.png",220,325
"0c411310-ea13-442c-b18f-f5e75eaf070d","The Invisible Man",2020,"{""Elisabeth Moss"",""Aldis Hodge"",""Storm Reid"",""Harriet Dyer"",""Michael Dorman"",""Oliver Jackson-Cohen""}","{Horror,""Science Fiction""}","The Invisible Man is a 2020 science fiction horror film written and directed by Leigh Whannell. Inspired by H. G. Wells' novel of the same name, it stars Elisabeth Moss as a woman who believes she is being stalked and gaslit by her seemingly deceased ex-boyfriend after he acquires the ability to become invisible. Aldis Hodge, Storm Reid, Harriet Dyer, and Michael Dorman appear in supporting roles.","https://upload.wikimedia.org/wikipedia/en/3/3a/The_Invisible_Man_%282020_film%29_-_release_poster.jpg",259,383
"ccf861a7-4d09-4c2c-bfca-e631ec2dda4f","All the Bright Places",2020,"{""Elle Fanning"",""Justice Smith"",""Alexandra Shipp"",""Keegan-Michael Key"",""Luke Wilson""}","{Drama,Teen,Romance}","All the Bright Places is a 2020 American teen romantic drama film, directed by Brett Haley, from a screenplay by Jennifer Niven and Liz Hannah, adapted from the novel of the same name by Niven. It stars Elle Fanning, Justice Smith, Alexandra Shipp, Kelli O'Hara, Lamar Johnson, Virginia Gardner, Felix Mallard, Sofia Hasmik, Keegan-Michael Key, and Luke Wilson.","https://upload.wikimedia.org/wikipedia/en/8/8c/All_the_Bright_Places.jpeg",259,383
"3facd0f6-883b-4ebe-be07-be8b010df46c","Wendy",2020,"{""Tommie Lynn Milazzo"",""Shay Walker""}","{Drama,Fantasy}","Wendy is a 2020 American fantasy drama film directed by Benh Zeitlin, from a screenplay by Zeitlin and Eliza Zeitlin. The film stars Devin France, Yashua Mack, Gage Naquin, Gavin Naquin, Ahmad Cage, Krzysztof Meyn, and Romyri Ross. It is intended to be a re-imagining of J. M. Barrie's Peter Pan.","https://upload.wikimedia.org/wikipedia/en/a/ac/Wendy_poster.jpg",259,383
"8cee6a92-dd06-4725-aa35-9e88502f4474","Guns Akimbo",2020,"{""Daniel Radcliffe"",""Samara Weaving"",""Natasha Liu Bordizzo""}","{Action,Comedy}","Guns Akimbo is a 2019 action comedy film written and directed by Jason Lei Howden. It stars Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo, Grant Bowler, Edwin Wright, Rhys Darby, Milo Cawthorne, Richard Knowles, and Mark Rowley.","https://upload.wikimedia.org/wikipedia/en/1/1f/Guns_Akimbo_poster.jpg",259,383
"5a45297b-f395-4dc0-a001-a2f2ad8e646f","Onward",2020,"{""Tom Holland"",""Chris Pratt"",""Julia Louis-Dreyfus"",""Octavia Spencer""}","{Adventure,Animated,Fantasy}","Onward is a 2020 American computer-animated urban fantasy adventure film produced by Pixar Animation Studios and distributed by Walt Disney Studios Motion Pictures. The film was directed by Dan Scanlon, produced by Kori Rae, and written by Scanlon, Jason Headley, and Keith Bunin. The film stars the voices of Tom Holland, Chris Pratt, Julia Louis-Dreyfus, and Octavia Spencer. Set in a suburban fantasy world for the modern day, the film follows two elf brothers named Ian and Barley Lightfoot who set out on a quest to find an artifact that will temporarily bring back their deceased father named Wilden (Bornheimer) for twenty-four hours before the time is up. Along the way, their journey is filled with cryptic maps, impossible obstacles and unimaginable discoveries.","https://upload.wikimedia.org/wikipedia/en/0/03/Onward_poster.jpg",220,326
"95605922-e19c-432c-a2c0-27a5bf5115a8","The Way Back",2020,"{""Ben Affleck"",""Al Madrigal"",""Michaela Watkins"",""Janina Gavankar"",""Glynn Turman""}","{Drama,Sports}","The Way Back is a 2020 American sports drama film directed by Gavin O'Connor and written by Brad Ingelsby. It stars Ben Affleck, Al Madrigal, Michaela Watkins, and Janina Gavankar, and follows an alcoholic construction worker who is recruited to become head coach of the basketball team at the high school where he was a star.","https://upload.wikimedia.org/wikipedia/en/c/c3/The_Way_Back_poster.jpeg",259,383
"b21fa673-3a14-41b5-ae9d-5bbdf5027669","Spenser Confidential",2020,"{""Mark Wahlberg"",""Winston Duke"",""Alan Arkin"",""Iliza Shlesinger"",""Bokeem Woodbine"",""Marc Maron"",""Austin Post""}","{Action,Comedy}","Spenser Confidential is a 2020 American action comedy film directed by Peter Berg and with a screenplay written by Sean O'Keefe and Brian Helgeland. The film stars Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger, Bokeem Woodbine, Donald Cerrone, Marc Maron, and Post Malone and marks the fifth collaboration between Wahlberg and Berg after Lone Survivor, Deepwater Horizon, Patriots Day, and Mile 22.","https://upload.wikimedia.org/wikipedia/en/c/c6/Spenser_Confidential_poster.jpg",260,383
"fbb92ff2-4336-4ea2-b271-e36f92af941d","The Banker",2020,"{""Anthony Mackie"",""Nicholas Hoult"",""Nia Long"",""Samuel L. Jackson""}","{Drama,Historical}","The Banker is a 2020 American period drama film directed, co-written and produced by George Nolfi. The film stars Anthony Mackie, Nicholas Hoult, Nia Long, Jessie T. Usher and Samuel L. Jackson. The story follows Joe Morris (Jackson) and Bernard Garrett (Mackie), two of the first African-American bankers in the United States.","https://upload.wikimedia.org/wikipedia/en/7/72/The_Banker_poster.jpeg",259,383
"3a910d46-92f7-42c1-9fe8-91884e132cff","The Burnt Orange Heresy",2020,"{""Claes Bang"",""Elizabeth Debicki"",""Mick Jagger"",""Donald Sutherland""}","{Crime,Thriller}","The Burnt Orange Heresy is a 2019 crime thriller film directed by Giuseppe Capotondi and with a screenplay by Scott Smith. The film is based on the book of the same name by Charles Willeford and stars Claes Bang, Elizabeth Debicki, Mick Jagger, and Donald Sutherland.","https://upload.wikimedia.org/wikipedia/en/2/26/The_Burnt_Orange_Heresey.jpeg",259,383
"603e2e07-f0f5-4b15-a425-d240545243ec","Swallow",2020,"{""Haley Bennett"",""Austin Stowell"",""Elizabeth Marvel"",""David Rasche"",""Denis O'Hare""}","{Thriller}","Swallow is a 2019 psychological thriller film written and directed by Carlo Mirabella-Davis and starring Haley Bennett, Austin Stowell, Elizabeth Marvel, David Rasche, and Denis O'Hare. Its plot follows a young woman who, emotionally stifled in her marriage and domestic life, develops an impulse to consume inedible objects.","https://upload.wikimedia.org/wikipedia/en/7/7f/Swallow_film_poster.png",220,326
"8e882d23-9f61-4385-87f6-fc8708cbde4b","First Cow",2020,"{""John Magaro"",""Orion Hall"",""René Auberjonois""}","{Drama}","First Cow is a 2019 American drama film directed by Kelly Reichardt, from a screenplay by Reichardt and Jonathan Raymond based on Raymond's 2004 novel The Half-Life. It stars John Magaro, Orion Lee, Toby Jones, Ewen Bremner, Scott Shepherd, Gary Farmer, Stephen Malkmus, Alia Shawkat, and Lily Gladstone. It also features René Auberjonois in one of his final film roles.","https://upload.wikimedia.org/wikipedia/en/4/43/First_Cow_poster.jpeg",253,394
"51f498c3-4352-4438-a2dc-8e66fa208613","Bloodshot",2020,"{""Vin Diesel"",""Eiza González"",""Sam Heughan"",""Toby Kebbell"",""Lamorne Morris"",""Guy Pearce""}","{Superhero}","Bloodshot is a 2020 American superhero film based on the Valiant Comics character of the same name. It is intended to be the first installment in a series of films set within a Valiant Comics shared cinematic universe. Directed by David S. F. Wilson from a screenplay by Jeff Wadlow and Eric Heisserer and a story by Wadlow, the film stars Vin Diesel in the main role, Eiza González, Sam Heughan, Toby Kebbell, and Guy Pearce. It follows a soldier who was killed in action, only to be brought back to life with superpowers by an organization that wants to use him as a weapon.","https://upload.wikimedia.org/wikipedia/en/4/45/Bloodshot_-_official_film_poster.jpeg",220,316
"e94db9d9-4dda-4dee-bed2-02f177cbbc31","The Hunt",2020,"{""Betty Gilpin"",""Ike Barinholtz"",""Amy Madigan"",""Emma Roberts"",""Ethan Suplee"",""Hilary Swank""}","{Horror,Thriller}","The Hunt is a 2020 American horror thriller film directed by Craig Zobel and written by Nick Cuse and Damon Lindelof. The film stars Betty Gilpin, Hilary Swank, Ike Barinholtz, and Emma Roberts. Jason Blum was a producer under his Blumhouse Productions banner, along with Lindelof. Zobel and Lindelof have said that the film is intended as a satire on the profound political divide between the American left and right. It is about a group of elites who kidnap working class people to hunt them.","https://upload.wikimedia.org/wikipedia/en/a/a9/The_Hunt_2020_poster.png",251,397
"788819d3-66b4-4822-8115-62918f6d0b7b","I Still Believe",2020,"{""KJ Apa"",""Britt Robertson"",""Shania Twain"",""Gary Sinise""}","{Drama,Romance}","I Still Believe is a 2020 American Christian romantic drama film directed by the Erwin brothers and starring KJ Apa, Britt Robertson, Shania Twain, Melissa Roxburgh, and Gary Sinise. It is based on the life of American contemporary Christian music singer-songwriter Jeremy Camp and his first wife, Melissa Lynn Henning-Camp, who was diagnosed with ovarian cancer shortly before they married. Camp's song ""I Still Believe"" is the film's namesake.","https://upload.wikimedia.org/wikipedia/en/1/18/I_Still_Believe_promotional_poster.jpg",220,316
"c10f7391-274c-4f58-84e5-306c088443da","Lost Girls",2020,"{""Amy Ryan"",""Thomasin McKenzie"",""Lola Kirke"",""Oona Laurence"",""Dean Winters"",""Miriam Shor"",""Reed Birney"",""Kevin Corrigan"",""Gabriel Byrne""}","{Drama,Mystery}","Lost Girls is a 2020 American mystery drama film. Lost Girls was directed by Liz Garbus, from a screenplay by Michael Werwie, and based on the book Lost Girls: An Unsolved American Mystery by Robert Kolker. The film revolves around the murders of young female sex workers on the South Shore barrier islands of Long Island, committed by the Long Island serial killer, who remains unidentified.","https://upload.wikimedia.org/wikipedia/en/3/37/Lost_Girls_poster.jpeg",259,383
"afe3d657-05df-476b-82ee-0d3c5f1df7d0","Stargirl",2020,"{""Grace VanderWaal"",""Graham Verchere"",""Giancarlo Esposito""}","{Musical,Romance}","Stargirl is a 2020 American jukebox musical romance film based on the 2000 novel of the same name by Jerry Spinelli that debuted on Disney+. The film explores the tense emotions, non-conformity and self-expression of teenagers in high school, and the exuberance of first love.","https://upload.wikimedia.org/wikipedia/en/1/1f/Star_girl_Movie_Poster.jpeg",259,383
"cd12c61e-2b58-4f8e-b184-90591a6a698a","The Roads Not Taken",2020,"{""Javier Bardem"",""Elle Fanning"",""Laura Linney"",""Salma Hayek""}","{Drama}","The Roads Not Taken is a 2020 drama film written and directed by Sally Potter. The film stars Javier Bardem, Elle Fanning, Salma Hayek and Laura Linney.","https://upload.wikimedia.org/wikipedia/en/1/12/The_Roads_Not_Taken_poster.jpeg",260,383
"dcd4ad0d-7832-4bed-8bc0-c29d0b0c4476","Never Rarely Sometimes Always",2020,"{""Sidney Flanigan"",""Talia Ryder"",""Theodore Pellerin"",""Ryan Eggold"",""Sharon Van Etten""}","{Drama}","Never Rarely Sometimes Always is a 2020 drama film written and directed by Eliza Hittman. It stars Sidney Flanigan, Talia Ryder, Théodore Pellerin, Ryan Eggold, and Sharon Van Etten. It had its world premiere at the Sundance Film Festival on January 24, 2020. It was also selected to compete for the Golden Bear in the main competition section at the 70th Berlin International Film Festival, where it won the Silver Bear Grand Jury Prize. The film was released in the United States on March 13, 2020, by Focus Features. It received widespread acclaim from critics, with praise for Flanigan's performance and Hittman's direction.","https://upload.wikimedia.org/wikipedia/en/4/44/Never_Rarely_Sometimes_Always.png",259,384
